"","healthy_store_market","borough","year","address","latitude","longitude"
"1316","82nd Street Greenmarket","Manhattan",2020,"E 82nd St bet 1st & York Aves ",40.774292,-73.951262
"1317","92nd Street Greenmarket","Manhattan",2020,"E 92nd St & 1st Ave",40.780691,-73.946592
"1318","97th Street Greenmarket","Manhattan",2020,"W 97th St bet Columbus & Amsterdam Aves",40.793558,-73.967016
"1319","175th Street Greenmarket","Manhattan",2020,"W 175th St bet Wadsworth Ave & Broadway",40.845948,-73.937811
"1320","Abingdon Square Greenmarket","Manhattan",2020,"Hudson St & W 12th St",40.737553,-74.005687
"1321","Astor Place Greenmarket","Manhattan",2020,"Astor Pl bet Broadway & Lafayette ",40.730079,-73.992842
"1322","Bowling Green Greenmarket","Manhattan",2020,"Broadway & Battery Pl",40.704549,-74.01429
"1323","Chelsea's Down to Earth Farmers Market","Manhattan",2020,"W 23rd St bet 8th & 9th Aves",40.745293,-73.998488
"1324","City Hall Greenmarket","Manhattan",2020,"Broadway & Chambers St",40.714165,-74.006309
"1325","Columbia University Greenmarket","Manhattan",2020,"Broadway & W 114th St",40.806707,-73.964849
"1326","Dag Hammarskjold Plaza Greenmarket","Manhattan",2020,"E 47th St & 2nd Ave",40.752999,-73.969887
"1327","Essex Crossing Farm Stand & CSA pickup","Manhattan",2020,"115 Essex St.",40.719322,-73.987817
"1328","Fort Washington Greenmarket","Manhattan",2020,"W 168th St & Ft Washington Ave",40.842154,-73.942278
"1329","Fulton Stall Market ","Manhattan",2020,"Pier 17 Square ",40.705799,-74.002572
"1330","Go!Healthy Farm Stand at Mirabal Sisters Campus","Manhattan",2020,"21 Jumel Pl. ",40.839305,-73.936159
"1331","Gouverneur Health Farmstand","Manhattan",2020,"Madison St bet Clinton & Jefferson Sts",40.712905,-73.986928
"1332","Grass Roots Farmers' Market","Manhattan",2020,"W 145th St bet Edgecombe & Bradhurst Aves, at Jackie Robinson Park",40.823647,-73.943844
"1333","Greenmarket at Oculus Plaza","Manhattan",2020,"Church & Fulton Sts., on Oculus Plaza",40.711535,-74.010464
"1334","Hamilton Heights Green Youthmarket","Manhattan",2020,"Amsterdam bet W 143rd & 144th Sts., at Johnny Hartman Plaza",40.82394,-73.948552
"1335","Harvest Home East Harlem Farmers' Market","Manhattan",2020,"104th St & 3rd Ave",40.790253,-73.945635
"1336","Harvest Home Harlem Hospital Farmers' Market","Manhattan",2020,"Lenox Ave bet 135th & 137th Sts",40.814358,-73.940659
"1337","Harvest Home Lenox Ave Farm Stand","Manhattan",2020,"Lenox Ave bet W 117th & 118th Sts",40.802699,-73.949186
"1338","Harvest Home Metropolitan Farmers' Market","Manhattan",2020,"E 99th St & 3rd Ave",40.78712,-73.947923
"1339","Inwood Park Greenmarket","Manhattan",2020,"Isham St bet Seaman Ave & Cooper St",40.869001,-73.920896
"1340","Lower East Side Farmstand","Manhattan",2020,"Grand Ave bet Pitt & Willet Sts ",40.714932,-73.983338
"1341","Milbank Center Go!Healthy Farm Stand","Manhattan",2020,"14-32 W 118th St",40.802317,-73.946351
"1342","Morningside Park's Down to Earth Farmers' Market","Manhattan",2020,"W 110th St & Manhattan Ave",40.801155,-73.959647
"1343","Mount Sinai Hospital Greenmarket","Manhattan",2020,"E 99th St bet Madison & Park Aves",40.789169,-73.952743
"1344","PS 5 Go!Healthy Farm Stand","Manhattan",2020,"3703 10th Ave",40.85899,-73.922894
"1345","PS 11 Farm Market","Manhattan",2020,"W 21st St bet 8th & 9th Aves",40.744006,-73.999415
"1346","PS 57 Farmstand","Manhattan",2020,"E 115th St & 3rd Ave ",40.797261,-73.940519
"1347","Rockefeller Center Greenmarket","Manhattan",2020,"Rockefeller Plaza bet W 49th & 50th Sts (Jul-Aug only)",40.759065,-73.97845
"1348","Savoy Park Down to Earth Farmers' Market","Manhattan",2020,"Lenox Ave bet W 141st & W 142nd Sts",40.8179,-73.93809
"1349","Staten Island Ferry Whitehall Terminal Greenmarket","Manhattan",2020,"4 South St, inside terminal",40.7016879,-74.01163113
"1350","Stuyvesant Town Greenmarket","Manhattan",2020,"E. 14th. St. Loop & Avenue A, in the Oval",40.730443,-73.980339
"1351","Tompkins Square Greenmarket","Manhattan",2020,"E. 7th St. & Avenue A",40.726054,-73.983534
"1352","Tribeca Greenmarket","Manhattan",2020,"Greenwich & Chambers Sts",40.716303,-74.010966
"1353","Tucker Square Greenmarket","Manhattan",2020,"W 66th St & Broadway",40.773876,-73.982226
"1354","Union Square Greenmarket","Manhattan",2020,"E 17th St & Union Square W",40.737133,-73.990329
"1355","Brooklyn Grange Farm Stand at Long Island City","Queens",2020,"37-18 Northern Blvd (Roof)",40.752096,-73.925887
"1356","Corona Greenmarket","Queens",2020,"Roosevelt Ave & 103rd St",40.749811,-73.861668
"1357","Cunningham Park's Down to Earth Farmers' Market","Queens",2020,"Union Tpk & 196 Pl",40.731082,-73.773997
"1358","Ditmars Park Farmstand","Queens",2020,"Steinway St bet Ditmars Blvd & 23rd Ave., at Ditmars Park",40.772854,-73.906061
"1359","Edgemere Farm Market","Queens",2020,"323 Beach 74th Street",40.59129,-73.802314
"1360","Elmhurst Hospital Greenmarket","Queens",2020,"41st Ave bet 80th & 81st Sts",40.745794,-73.885489
"1361","Far Rockaway Farmstand ","Queens",2020,"385 Beach 45th St",40.595612,-73.776551
"1362","Flushing Greenmarket","Queens",2020,"Kissena Blvd. & Maple Ave., at Maple Playground",40.756357,-73.825773
"1363","Forest Hills Greenmarket","Queens",2020,"70th Ave & Queens Blvd",40.72188,-73.846383
"1364","Forest Park Farmstand","Queens",2020,"Myrtle Ave & Park Lane South",40.700955,-73.841426
"1365","Guy R Brewer Boulevard Farmers Market at NYC Health + Hospitals/Queens","Queens",2020,"114-02 Guy R Brewer Blvd",40.688615,-73.785593
"1366","Jackson Heights Greenmarket","Queens",2020,"34th Ave bet 79th & 80th Sts",40.753435,-73.887822
"1367","Joseph Addabbo FHC Farm Stand","Queens",2020,"6200 Beach Channel Dr",40.593313,-73.79166
"1368","Queens Botanical Garden's Down to Earth Farmers' Market","Queens",2020,"82 Dahlia Ave",40.75186,-73.826362
"1369","Queens County Farm Museum Farm Stand","Queens",2020,"73-50 Little Neck Pkwy",40.748163,-73.719431
"1370","Queens County Farm Museum Farm Stand at Jamaica Hospital ","Queens",2020,"134-20 Jamaica Ave.",40.702445,-73.816861
"1371","Ridgewood Farmstand","Queens",2020,"Cypress Ave bet Myrtle & Putnam Aves",40.700123,-73.90621
"1372","Rockaway Youth Task Force Youth Market","Queens",2020,"310 Beach 58th St",40.594492,-73.788077
"1373","Socrates Sculpture Garden ","Queens",2020,"31-30 Vernon Boulevard ",40.768504,-73.921724
"1374","Sunnyside Greenmarket","Queens",2020,"Skillman Ave bet 42nd & 43rd Sts",40.746999,-73.921724
"1375","Goodhue Center Go!Healthy Farm Stand","Staten Island",2020,"301 Prospect Ave",40.638983,-74.097422
"1376","St. George Greenmarket","Staten Island",2020,"Hyatt St & St Marks Pl",40.641586,-74.0779
"1377","Staten Island Mall Greenmarket","Staten Island",2020,"Marsh Ave & Ring Rd",40.583804,-74.161245
"1378","The Laurelton Farmers Market","Queens",2020,"241st and 144st Road, Laurelton NY ",40.668918,-73.751335
"1379","Harvest Home East Harlem Farmers Market","Manhattan",2023,"E. 104th St. & 3rd Ave.",40.7903,-73.945635
"1380","Seeds in the Middle - Flatbush - Hillel Plaza Farm Stand","Brooklyn",2023,"Flatbush/Nostrand Triangle",40.63262,-73.947439
"1381","Morris Heights Farmstand","Bronx",2023,"University Ave. and W. 179th St.",40.854567,-73.91121
"1382","170 Farm Stand","Bronx",2023,"1406 Townsend Ave.",40.840138,-73.916591
"1383","JBOLC Garden Community Farmers Market","Bronx",2023,"Sedgwick Ave. & Goulden Ave.",40.882647,-73.886562
"1384","Perez Farm Stand","Queens",2023,"134-20 Jamaica Ave., by the Axel Building",40.70236,-73.818531
"1385","7th Ave Sunset Park Greenmarket","Brooklyn",2023,"7th Ave. & 44th St.",40.645841,-74.002402
"1386","PS 11 Farm Market","Manhattan",2023,"320 W. 21st St.",40.744349,-74.000253
"1387","Astor Place Greenmarket","Manhattan",2023,"E. 8th St. & Lafayette",40.72982,-73.991023
"1388","Fresh Vibes Market at Emblem Health","Brooklyn",2023,"101 Pennsylvania Ave.",40.675209,-73.896508
"1389","Seeds in the Middle East Flatbush Farm Stand 2","Brooklyn",2023,"4801 Ave. D (PS 208)",40.642031,-73.931151
"1390","Tribeca Greenmarket","Manhattan",2023,"Greenwich & Chambers streets",40.716303,-74.010966
"1391","Eastern Parkway Farm Stand","Brooklyn",2023,"1420 Eastern Parkway",40.668787,-73.921582
"1392","Brownsville Pitkin Farmstand","Brooklyn",2023,"Pitkin Ave. bet Thomas Boyland and Amboy St.",40.669234,-73.913698
"1393","Ditmars Park Farmstand","Queens",2023,"Steinway St. bet Ditmars Blvd. & 23rd Ave.",40.772854,-73.906061
"1394","Carroll Gardens Greenmarket","Brooklyn",2023,"Smith & Carroll Sts.",40.680761,-73.99552
"1395","Fort Washington Greenmarket","Manhattan",2023,"168th St. & Ft. Washington Ave.",40.842296,-73.942027
"1396","Bissel Gardens Farmers Market","Bronx",2023,"Baychester Ave. & E. 241st St.",40.90152,-73.846937
"1397","NYP Youth Market - Brooklyn","Brooklyn",2023,"249 7th Ave.",40.669218,-73.979629
"1398","QueensVillage Farmers Market","Queens",2023,"QueensVillage Long Island Railroad Commuter Parking Lot - Amboy Ln. & Springfield Blvd.",40.717978,-73.735337
"1399","Uptown Good Food Farm Stand","Manhattan",2023,"330 St. Nicholas Ave. (St. Nicholas Miracle Garden)",40.81172,-73.951795
"1400","Bronx Park East Farmers Market","Bronx",2023,"2222 Bronx Park E. (near Bradley Playground)",40.851713,-73.867786
"1401","Far Rock Farm Stand","Queens",2023,"45-55 Beach Channel Dr.",40.595572,-73.777001
"1402","Lincoln Hospital Greenmarket","Bronx",2023,"E. 149th St. bet Park & Morris Aves",40.818013,-73.925185
"1403","Tompkins Square Greenmarket","Manhattan",2023,"7th St. & Ave. A",40.726054,-73.983534
"1404","Fresh Vibes Market at Medgar Evers College","Brooklyn",2023,"1630 Bedford Ave.",40.666799,-73.956679
"1405","Harvest Home St. Mary's Park Farm Stand","Bronx",2023,"E. 149th St. & Eagle Ave. (St. Mary's Park)",40.8139,-73.911812
"1406","Children's Aid Society Go!Healthy Food Box + Famstand - Goodhue Center","Staten Island",2023,"304 Prospect Ave.",40.638936,-74.097966
"1407","New Roots Farm Stand","Bronx",2023,"670 Grand Concourse",40.821447,-73.925492
"1408","PS 57 Farmstand","Manhattan",2023,"115th St. & 3rd Ave. (SW corner)",40.797577,-73.94128
"1409","Inwood Park Greenmarket","Manhattan",2023,"Isham St bet Seaman Ave. & Cooper St.",40.869001,-73.920896
"1410","Staten Island Mall Greenmarket","Staten Island",2023,"Marsh Ave. & Ring Road",40.583804,-74.161245
"1411","Gouverneur Health Farmstand","Manhattan",2023,"Madison St. bet Clinton & Jefferson Sts.",40.712905,-73.986928
"1412","Rockaway Market @ Beach 60th","Queens",2023,"Rockaway Freeway & Beach 60th St.",40.592902,-73.789051
"1413","Kensington Farmstand","Brooklyn",2023,"McDonald Ave. & Albermarle Road",40.64511,-73.979882
"1414","Rockaway Youth Task Force Youth Market","Queens",2023,"310 Beach 58th St.",40.594492,-73.788077
"1415","Poe Park Greenmarket","Bronx",2023,"E. 192nd St. bet Grand Concourse & Valentine",40.86431,-73.895379
"1416","175th Street Greenmarket","Manhattan",2023,"W. 175th St. bet. Wadsworth Ave. & Broadway",40.845948,-73.937811
"1417","Harvest Home Lenox Avenue Farm Stand","Manhattan",2023,"Lenox Ave. bet. W. 117 & 118 Sts.",40.802699,-73.949186
"1418","82nd Street Greenmarket","Manhattan",2023,"E. 82nd St. bet 1st & York Aves",40.774292,-73.951262
"1419","Fulton Stall Market (indoor farmers market)","Manhattan",2023,"91 South St.",40.705865,-74.003769
"1420","Project EATS & St. Barnabas Hospital Farm Stand","Bronx",2023,"4507 3rd Ave.",40.853237,-73.891742
"1421","Isabahlia Farmers Market","Brooklyn",2023,"514 Rockaway Ave. (ISO Student Farm)",40.667554,-73.910207
"1422","Morrisania Farmstand","Bronx",2023,"169th St. & Boston Rd. (at McKinley Square)",40.83118,-73.900545
"1423","Children's Aid Go!Healthy Food Box + Farmstand - CS211","Bronx",2023,"1919 Prospect Ave.",40.843546,-73.889755
"1424","Domino Park Greenmarket","Brooklyn",2023,"River St. bet S 1st St. and S. 3rd St.",40.715385,-73.967441
"1425","Weeksville Farm Stand","Brooklyn",2023,"15 Buffalo Ave.",40.678508,-73.924628
"1426","Harvest Home Harlem Hospital Farmers Market","Manhattan",2023,"W. 137th St. & Lenox Ave.",40.815403,-73.93991
"1427","BronxWorks Farm Stand","Bronx",2023,"1130 Grand Concourse",40.832759,-73.919296
"1428","Seeds in the Middle - Flabush - Ditmas Park Farm Stand","Brooklyn",2023,"330 Rugby Rd.",40.641937,-73.965523
"1429","Crown Heights Farmstand","Brooklyn",2023,"Nostrand Ave. and Crown St. (NW corner)",40.666472,-73.950807
"1430","La Familia Verde Farmers Market / Highbridge Farmers Market","Bronx",2023,"1430 Plimpton Ave.",40.843627,-73.922243
"1431","Harlem Meer Farmstand","Manhattan",2023,"Central Park N & Malcom X Blvd",40.798038,-73.95191
"1432","McCarren Park Greenmarket","Brooklyn",2023,"N. 12th bet Union & Driggs",40.719219,-73.952479
"1433","Union Square Greenmarket","Manhattan",2023,"Union Square W. & 17th St.",40.737133,-73.990329
"1434","Abingdon Square Greenmarket","Manhattan",2023,"Hudson St. & W 12th St.",40.737553,-74.005687
"1435","Fresh Vibes Market at Blue Cross Blue Shield @ Church Avenue","Brooklyn",2023,"2009 Church Ave.",40.650241,-73.960632
"1436","Seeds in the Middle Crown Heights Farm Stand","Brooklyn",2023,"750 Classon Ave. (PS 216)",40.6744,-73.960254
"1437","NYP Youth Market - Broadway","Manhattan",2023,"4781-4783 Broadway",40.865881,-73.926314
"1438","Queens Farm @ Jamaica Hospital","Queens",2023,"134-20 Jamaica Ave.",40.70236,-73.818531
"1439","Harvest Home North Central Bronx Farmers Market","Bronx",2023,"Mosholu Parkway & Jerome Ave.",40.8797,-73.884661
"1440","Market in the Heights at CCNY","Manhattan",2023,"138th St. & Convent Ave.",40.819407,-73.950171
"1441","Bensonhurst Greenmarket","Brooklyn",2023,"18th Ave. bet 81st & 82nd Sts.",40.609588,-73.999677
"1442","RiseBoro Farmers Market at Maria Hernandez Park","Brooklyn",2023,"Knickerbocker Ave. bet Sudyam St. & Starr St.",40.702811,-73.92539
"1443","Eastchester Farmstand","Bronx",2023,"1250 E. 229th St.",40.88372,-73.842046
"1444","Saratoga Farm Stand","Brooklyn",2023,"1965-1971 Fulton St.",40.678562,-73.915816
"1445","Harvest Home Kings County Hospital Farmers Market","Brooklyn",2023,"Clarkson Ave. bet E. 37th & 38th Sts.",40.6558,-73.943355
"1446","RiseBoro Farmers Market at Hopefield","Brooklyn",2023,"Knickerbocker Ave. bet Menahan St. & Grove St.",40.69768,-73.916366
"1447","Myrtle-Wyckoff Greenmarket","Queens",2023,"Wyckoff bet Gates & Myrtle Aves",40.699798,-73.911523
"1448","4th Ave Sunset Park Greenmarket","Brooklyn",2023,"4th Ave. 60th St.",40.647975,-74.003744
"1449","Cortelyou Greenmarket","Brooklyn",2023,"Cortelyou bet Rugby & Argyle",40.64051,-73.966021
"1450","Cunningham Park's Down to Earth Farmers Market","Queens",2023,"Union Turnpike & 196th Place",40.731082,-73.773997
"1451","Stuyvesant Town Greenmarket","Manhattan",2023,"South end of Stuyvesant Town Oval",40.731498,-73.97818
"1452","Elmhurst Hospital Greenmarket","Queens",2023,"41st Ave. bet 80th & 81st Sts.",40.745794,-73.885489
"1453","Woodhull Hospital Farmstand","Brooklyn",2023,"Broadway & Graham Ave.",40.701022,-73.942202
"1454","Greenmarket at the Oculus","Manhattan",2023,"Church at Fulton St.",40.711466,-74.010662
"1455","Bowling Green Greenmarket","Manhattan",2023,"Broadway at Battery Place",40.704549,-74.01429
"1456","Sunnyside Greenmarket","Queens",2023,"Skillman Ave. & 43rd St.",40.74701,-73.92173
"1457","Brooklyn Borough Hall Greenmarket","Brooklyn",2023,"Montague & Court Sts.",40.693722,-73.990455
"1458","Edible Schoolyard NYC's Farm Stand at PS 216","Brooklyn",2023,"350 Ave. X",40.590564,-73.969964
"1459","Fresh Vibes Market at the Bureau of Brooklyn Neighborhood Health","Brooklyn",2023,"485 Throop Ave.",40.685547,-73.941282
"1460","Project EATS Brownsville Farm Stand","Brooklyn",2023,"300 Chester St.",40.664477,-73.910384
"1461","Children's Aid  Go!Healthy Food Box + Farmstand - Milbank Center","Manhattan",2023,"14-32 W. 118th St.",40.802317,-73.946351
"1462","Harvest Home Hunts Point Farm Stand","Bronx",2023,"Southern Blvd bet Barretto & Tiffany Sts. (Luis Suarez Memorial Park)",40.81894,-73.893492
"1463","Bay Ridge Greenmarket","Brooklyn",2023,"3rd Ave. & 95th St.",40.61781,-74.03338
"1464","Fresh Vibes Market at Blue Cross Blue Shield @ Knickerbocker Avenue","Brooklyn",2023,"364 Knickerbocker Ave.",40.70048,-73.921519
"1465","Sovereign Markets","Queens",2023,"Laurelton Long Island Railroad Station Commuter Parking Lot - Prospect Ct. bet 224th & 225th Sts.",40.668389,-73.751972
"1466","Forest Hills Greenmarket","Queens",2023,"Queens Blvd. & 70th Ave.",40.722054,-73.847155
"1467","Van Cortlandt Park Alliance Amalgamated Housing Youth Farmstand","Bronx",2023,"Orloff Ave. & Gale Place",40.884532,-73.892172
"1468","Parkchester Greenmarket","Bronx",2023,"Westchester Ave. & White Plains Road",40.833279,-73.862833
"1469","Hattie Carthan Herbal Apothecary/ Market","Brooklyn",2023,"48 Van Buren St.",40.690036,-73.943557
"1470","Harvest Home Mt. Eden Malls Farmers Market","Bronx",2023,"Mt. Eden & Morris Aves (Claremont Park)",40.8429,-73.909558
"1471","94th Street Greenmarket","Manhattan",2023,"E. 94th St. & 1st Ave.",40.781968,-73.945267
"1472","East New York Farmers Market","Brooklyn",2023,"Schenck Ave. bet New Lots & Livonia Aves",40.665296,-73.886557
"1473","McGolrick Park's Down to Earth Farmers Market","Brooklyn",2023,"Russell St. & Nassau Ave. (center of park)",40.725617,-73.944497
"1474","Mott Haven Farm Stand","Bronx",2023,"541 E. 139th St. (Padre Plaza Garden)",40.807883,-73.917885
"1475","Seeds in the Middle Brownsville Farm Stand","Brooklyn",2023,"104 Sutter Ave. (IS 392)",40.665965,-73.918107
"1476","La Familia Verde Farmers Market","Bronx",2023,"E. Tremont Ave. bet Arthur Ave. & LaFontaine Ave.",40.846448,-73.893563
"1477","Harvest Home Brower Park Farm Stand","Brooklyn",2023,"Brooklyn Ave. & Prospect Place",40.674,-73.944544
"1478","Two Bridges Youth Market","Manhattan",2023,"50 Madison St.",40.711958,-73.997825
"1479","NYP Youth Market - Audobon","Manhattan",2023,"21 Audobon Ave.",40.839441,-73.939118
"1480","Riverdale Neighborhood House","Bronx",2023,"5521 Mosholu Ave.",40.903039,-73.90375
"1481","Seeds in the Middle - Brownsville I.S. 392 Farm Stand","Brooklyn",2023,"104 Sutter Ave.",40.665965,-73.918107
"1482","57th Street Greenmarket","Manhattan",2023,"W. 57th St. & 10th Ave.",40.769117,-73.988559
"1483","Hattie Carthan Community Market","Brooklyn",2023,"363-365 Clifton Place",40.689628,-73.946882
"1484","Cypress Hills Farmstand","Brooklyn",2023,"Fulton St. bet Richmond and Logan Sts. (in front of Cypress Hills Senior Center)",40.682391,-73.913554
"1485","Wyckoff House Museum Farmstand","Brooklyn",2023,"5816 Clarendon Road",40.64497,-73.920914
"1486","Park Slope's Down to Earth Farmers Market","Brooklyn",2023,"4th St. & 5th Ave.",40.672194,-73.983785
"1487","Queens Farm - Queens Borough Hall","Queens",2023,"120-55 Queens Blvd.",40.713318,-73.82858
"1488","St. Albans Farmers Market","Queens",2023,"St. Albans Long Island Railroad Commuter Parking Lot - Linden Blvd. bet 180th & Newburg Sts.",40.69225,-73.766682
"1489","Flushing Greenmarket","Queens",2023,"Sanford Ave. & Union St. (Bowne Playground)",40.757731,-73.824852
"1490","Grass Roots Farmers' Market","Manhattan",2023,"W. 145th St. bet Edgecombe & Bradhurst Aves, at Jackie Robinson Park",40.823647,-73.943844
"1491","Bro Sis Green Youth Market","Manhattan",2023,"Amsterdam bet W. 143rd & 144th Sts., at Johnny Hartman Plaza",40.82394,-73.948552
"1492","Sunset Park Farmstand","Brooklyn",2023,"7th Ave. and 44th St.",40.645841,-74.002402
"1493","Market in the Heights at 125","Manhattan",2023,"163 West 125th St.",40.809344,-73.947722
"1494","Forest Park Farmstand","Queens",2023,"Park Lane South & Myrtle Ave. (My Buddy Statue Plaza)",40.701192,-73.841597
"1495","Harvest Home Coney Island Hospital Farmers Market","Brooklyn",2023,"Ocean Parkway bet Ave. Z & Shore Parkway",40.5867,-73.96615
"1496","Boro Park Greenmarket","Brooklyn",2023,"14th Ave. bet 49th & 50th Sts.",40.633285,-73.990548
"1497","Ridgewood Farmstand","Queens",2023,"Cypress Ave. bet Myrtle Ave. & Putnam Ave.",40.700403,-73.90668
"1498","Corona Greenmarket","Queens",2023,"Roosevelt Ave. & 103rd St.",40.749869,-73.862726
"1499","Tucker Square Greenmarket","Manhattan",2023,"Columbus & 66th St.",40.773709,-73.98196
"1500","Bartel-Pritchard Square Greenmarket","Brooklyn",2023,"Prospect Park W. at 15th St.",40.661354,-73.96968
"1501","Harvest Home Jacobi Hospital Farmers Market","Bronx",2023,"1400 Pelham Parkway",40.8574,-73.847079
"1502","Socrates Sculpture Park","Queens",2023,"32-01 Vernon Blvd.",40.767634,-73.936314
"1503","Edgemere Farm Market","Queens",2023,"385 Beach 45th St.",40.595255,-73.776524
"1504","Morning Glory Market at the New York Botanical Gardens","Bronx",2023,"2900 Southern Blvd.",40.865684,-73.883312
"1505","Jackson Heights Greenmarket","Queens",2023,"34th Ave. & 79th St.",40.753607,-73.887739
"1506","Mount Sinai Greenmarket","Manhattan",2023,"Madison Ave. & 99th St.",40.789386,-73.952595
"1507","East New York Farmers Stand I","Brooklyn",2023,"Euclid & Pitkin Aves.",40.675404,-73.871914
"1508","Chelsea's Down to Earth Farmers Market","Manhattan",2023,"W. 23rd St. bet 8th & 9th Aves.",40.745293,-73.998488
"1509","Urban Oasis","Brooklyn",2023,"681 Clarkson Ave.",40.657269,-73.934066
"1510","Fresh Vibes Market at Canarsie Pier","Brooklyn",2023,"Canarsie Veteran's Circle",40.6289,-73.8842
"1511","People in Need Farmstand","Brooklyn",2023,"114 Beverly Road",40.642934,-73.978827
"1512","Seeds in the Middle - Ocean Hill - Brownsville Farm Stand","Brooklyn",2023,"2163 Dean St.",40.675024,-73.915778
"1513","Brooklyn Grange Farm Stand","Brooklyn",2023,"850 3rd Ave. (Roof)",40.658518,-74.003327
"1514","97th Street Greenmarket","Manhattan",2023,"97th St. bet Columbus & Amsterdam Aves",40.794003,-73.96807
"1515","Harvest Home Metropolitan Hospital Farmers Market","Manhattan",2023,"E. 97th St. & 2nd Ave.",40.784943,-73.946589
"1516","Project EATS Farm Stand at Essex Crossing","Manhattan",2023,"115 Delancey St.",40.719322,-73.987817
"1517","Fresh Vibes Market at the American Beverage Association","Brooklyn",2023,"2010 Fulton St.",40.678542,-73.917821
"1518","Heritage Farm Stand (Compost Demonstration Site)","Staten Island",2023,"1000 Richmond Terrace (compost demonstration site)",40.645075,-74.104753
"1519","The Market at Preston","Bronx",2023,"2780 Schurz Ave. (Preston High School)",40.814256,-73.819339
"1520","Dag Hammarskjold Greenmarket","Manhattan",2023,"47th St. & 2nd Ave.",40.752122,-73.968154
"1521","St. George Greenmarket","Staten Island",2023,"St Marks Pl. & Hyatt St.",40.641586,-74.0779
"1522","Columbia Greenmarket","Manhattan",2023,"Broadway & 114th St.",40.807145,-73.964265
"1523","Fort Greene Greenmarket","Brooklyn",2023,"Washington Park & Dekalb Ave.",40.691457,-73.973421
"1524","Bronx Borough Hall Greenmarket","Bronx",2023,"161st St. & Grand Concourse",40.827335,-73.922911
"1525","Norwood Farmstand","Bronx",2023,"E. Gun Hill Rd. & Dekalb Ave. (SE corner)",40.88222,-73.880458
"1526","79th Street Greenmarket","Manhattan",2023,"79th St. & Columbus Ave.",40.782295,-73.975244
"1527","Red Hook Farm Stand","Brooklyn",2023,"560 Columbia St.",40.672524,-74.00871
"1528","Seeds in the Middle - Crown Heights - Clara Barton HS Farm Stand","Brooklyn",2023,"901 Classon Ave.",40.669567,-73.961962
"1529","Harvest Home Utica Avenue Farmers Market","Brooklyn",2023,"Eastern Parkway bet Utica & Rochester Aves",40.668754,-73.930136
"1530","Lower East Side Farmstand","Manhattan",2023,"Grand St. bet Pitt and Willett Sts. (outside of Abrons Arts Center)",40.71521,-73.984258
"1531","Riverdale Y Sunday Farmers Market","Bronx",2023,"4545 Independence Ave.",40.891762,-73.912208
"1532","Flatbush Junction Farmstand","Brooklyn",2023,"Nostrand & Flatbush Aves",40.632886,-73.947698
"1533","Black Radish Farmers Market","Brooklyn",2023,"12020 Flatlands Ave.",40.651146,-73.888606
"1534","Harvest Home Co-op City Farm Stand","Bronx",2023,"Asch Loop & Aldrich Ave.",40.8702,-73.830963
"1535","Grand Army Plaza Greenmarket","Brooklyn",2023,"Grand Army Plaza",40.672525,-73.969799
"1536","Kingsbridge-Riverdale Farmers' Market","Bronx",2023,"260 W. 231st St.",40.880038,-73.907005
"1537","NYP Youth Market - Queens","Queens",2023,"73-15 Northern Blvd.",40.754714,-73.893504
"1538","Queens County Farm Museum Farm Stand","Queens",2023,"73-50 Little Neck Parkway",40.748163,-73.719431
"1539","Heritage Farm Stand (Gazebo Road)","Staten Island",2023,"1000 Richmond Terrace (Gazebo Road)",40.645075,-74.104753
"1540","Morningside Park's Down to Earth Farmers Market","Manhattan",2023,"W. 110th St. & Manhattan Ave.",40.801155,-73.959647
